RepRisk_ID,RepRisk_story_ID,RepRisk_substory_ID,news_date,source_language,related_issues,related_topic_tags,related_UNGC_principles,related_countries,related_countries_codes,severity,novelty,reach,name,headquarter_country,headquarter_country_code,sectors,url,all_ISINs,primary_ISIN,No_reported_risk_exposure
31,128193,157475,20150629,English,"Impacts on landscapes, ecosystems and biodiversity;Climate change, GHG emissions, and global pollution",Arctic drilling;Deep sea drilling;Offshore drilling;Marine/Coastal ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Canada,CA,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1285215,1448450,20191205,English,"Climate change, GHG emissions, and global pollution;Misleading communication",Greenhouse gas (GHG) emissions,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Unspecified,,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,128952,158541,20150701,English,"Climate change, GHG emissions, and global pollution;Misleading communication;Fraud",,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),United States of America;Unspecified,US;,2,2,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,128955,158555,20150707,English,"Climate change, GHG emissions, and global pollution",,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Unspecified,,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,128967,158561,20150708,English,Impacts on communities;Violation of national legislation;Occupational health and safety issues,,Principle 1 (Human Rights),United States of America,US,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,129204,158909,20150712,English,Violation of national legislation;Anti-competitive practices,,,United States of America,US,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,129368,159162,20150710,English,Occupational health and safety issues,,Principle 1 (Human Rights),Nigeria,NG,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,129433,159239,20150714,Spanish,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution;Violation of national legislation;Human rights abuses and corporate complicity;Local participation issues;Controversial products and services;Corruption, bribery, extortion and money laundering;Fraud;Tax evasion",Indigenous people;Fracking,Principle 1 (Human Rights);Principle 2 (Human Rights);Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment);Principle 10 (Anti-corruption),Algeria;Angola;Belgium;Honduras;Iran; Islamic Republic of;Iraq;Italy;Nigeria;Sierra Leone;United Arab Emirates,DZ;AO;BE;HN;IR;IQ;IT;NG;SL;AE,2,2,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,129717,159628,20150716,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution;Waste issues;Violation of national legislation;Local participation issues;Corruption, bribery, extortion and money laundering;Misleading communication;Fraud",Health impact;Land ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment);Principle 10 (Anti-corruption),Ecuador,EC,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,129717,159772,20150716,English,Local participation issues;Misleading communication,,,United States of America,US,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1301715,1465550,20191209,English,"Violation of international standards;Climate change, GHG emissions, and global pollution;Human rights abuses and corporate complicity",Greenhouse gas (GHG) emissions,Principle 1 (Human Rights);Principle 2 (Human Rights);Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Philippines,PH,1,2,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1302120,1566360,20191204,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution",Airborne pollutants;Health impact,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),United States of America,US,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,130601,160797,20150725,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution;Climate change, GHG emissions, and global pollution",Fracking;Health impact,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),United States of America,US,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1308475,1472770,20191210,English,"Impacts on landscapes, ecosystems and biodiversity;Climate change, GHG emissions, and global pollution;Violation of national legislation;Human rights abuses and corporate complicity",Greenhouse gas (GHG) emissions;Airborne pollutants,Principle 1 (Human Rights);Principle 2 (Human Rights);Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Philippines,PH,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,131505,161936,20150522,English,"Climate change, GHG emissions, and global pollution",,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),France,FR,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1318320,1483230,20191211,English,"Impacts on communities;Climate change, GHG emissions, and global pollution;Products (health and environmental issues);Misleading communication",Greenhouse gas (GHG) emissions;Economic impact,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),United States of America,US,2,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,1318675,1483585,20191211,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution",Economic impact;Health impact;Land ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Nigeria,NG,2,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,131898,162736,20150806,English,"Climate change, GHG emissions, and global pollution",Greenhouse gas (GHG) emissions,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Unspecified,,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,132327,163026,20150812,English,Impacts on communities;Local pollution;Violation of national legislation,Airborne pollutants,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),United States of America,US,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,132393,164135,20150813,English,"Climate change, GHG emissions, and global pollution",,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Unspecified,,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133273,164290,20150820,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Violation of national legislation;Local participation issues",Indigenous people;Oil sands;Fracking,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Canada,CA,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133419,164497,20150530,Spanish,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity;Local pollution;Violation of national legislation",Indigenous people;Health impact,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Ecuador,EC,2,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133515,164747,20150824,English,"Impacts on communities;Impacts on landscapes, ecosystems and biodiversity",Indigenous people;Land ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Ecuador,EC,1,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133528,164653,20150824,English,"Impacts on landscapes, ecosystems and biodiversity;Climate change, GHG emissions, and global pollution",Protected areas;Endangered species;Marine/Coastal ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Denmark;Greenland,DK;GL,2,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133528,164710,20150824,English,"Impacts on landscapes, ecosystems and biodiversity;Climate change, GHG emissions, and global pollution;Supply chain issues",Protected areas;Endangered species;Marine/Coastal ecosystems,Principle 7 (Environment);Principle 8 (Environment);Principle 9 (Environment),Denmark;Greenland,DK;GL,2,2,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,133715,164905,20150825,Portuguese,Violation of national legislation;Human rights abuses and corporate complicity;Occupational health and safety issues,,Principle 1 (Human Rights);Principle 2 (Human Rights),Angola,AO,1,1,2,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
31,134147,165486,20150212,English,Executive compensation issues,,,United States of America,US,2,1,1,Chevron Corp (Chevron),United States of America,US,Oil and Gas,https://www.chevron.com,US166764BV15 US166764BZ29 US166764BY53 US166764BX70 US166764BW97 US166764BU32 US166764CA68 US166764AU41 US166764BB50 US166764AS94 US166764AP55 US166764AM25 US166764AK68 US166764AJ95 US166764AW07 US166764AX89 US166764BR03 US166764BQ20 US166764BM16 US166764BF64 US166764BE99 US166764BD17 US166764AA86 US166764AL42 US166764AN08 US166751AH01 US166764BL33 US166764BA77 US166764AG56 US166764AR12 US166764AH30 US166764AT77 US166764AB69 US166751AJ66 USU915281146 US166764AE09 US166764BC34 US166764BT68 US166764BN98 US166764BP47 US166764BK59 US166764BS85 US166764AV24 US166764AC43 US166764BH21 US166764AY62 US166764BG48 US1667641005,US1667641005,false
