RepRisk_ID,date,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,name,headquarter_country,headquarter_country_code,sectors,url,all_ISINs,primary_ISIN,No_reported_risk_exposure
58,20170630,55,0,59,20151010,CCC,33,52%,31%,17%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20170731,56,1,59,20151010,CCC,33,52%,32%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20170831,56,0,59,20151010,CCC,33,52%,32%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20170930,58,2,59,20151010,CCC,33,52%,32%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20171031,58,0,59,20151109,CCC,34,52%,32%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20171130,59,1,59,20171105,CCC,34,52%,33%,15%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20171231,60,1,60,20171207,CCC,33,52%,33%,15%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180131,60,0,60,20171207,CCC,34,52%,33%,15%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180228,60,0,60,20171207,CCC,34,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180331,60,0,60,20171207,CCC,34,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180430,60,0,60,20171207,CCC,34,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180531,59,-1,60,20171207,CCC,35,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180630,59,0,60,20171207,CCC,35,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180731,59,0,60,20171207,CCC,37,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180831,58,-1,60,20171207,CCC,37,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20180930,58,0,60,20171207,CCC,38,52%,35%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20181031,57,-1,60,20171207,CCC,37,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20181130,55,-2,60,20171207,CCC,37,52%,36%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20181231,53,-2,60,20171207,CCC,36,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190131,56,3,60,20171207,CCC,36,54%,34%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190228,55,0,60,20171207,CCC,36,54%,34%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190331,56,1,60,20171207,CCC,37,54%,34%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190430,55,-1,60,20171207,CCC,37,54%,34%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190531,56,1,60,20171207,CCC,36,54%,35%,11%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190630,55,-1,60,20171207,CCC,37,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190731,54,-1,60,20171207,CCC,37,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190831,52,-2,60,20171207,CCC,37,53%,35%,12%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20190930,55,3,60,20171207,CCC,36,52%,35%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20191031,56,1,60,20171207,CCC,35,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20191130,54,-2,60,20171207,CCC,35,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20191231,56,2,60,20171231,CCC,35,52%,34%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200131,56,0,60,20180131,CCC,35,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
